"title","url","description"
"Coal mine go-ahead 'undermines climate summit'","https://www.bbc.co.uk/news/uk-politics-55721919","The UK's push to secure a deal over fossil fuels is being undercut by a decision to allow a new coal mine, MPs warn."
"Coal mine go-ahead 'undermines climate summit'","https://www.bbc.co.uk/news/uk-politics-55721919","The UK's push to secure a deal over fossil fuels is being undercut by a decision to allow a new coal mine, MPs warn."
