"title","url","description"
"Former QAnon follower: I really believe it's a cult - CNN","https://www.cnn.com/videos/us/2021/02/08/qanon-cult-former-believer-melissa-lively-newday-vpx.cnn","Former QAnon follower: I really believe it's a cult&nbsp;&nbsp;CNN"
"Former QAnon follower: I really believe it's a cult - CNN","https://www.cnn.com/videos/us/2021/02/08/qanon-cult-former-believer-melissa-lively-newday-vpx.cnn","Former QAnon follower: I really believe it's a cult&nbsp;&nbsp;CNN"
